Ticker,Weight
1,0.0002653927813163482
2,0.0002653927813163482
3,0.0002653927813163482
4,0.0002653927813163482
5,0.0002653927813163482
6,0.0002653927813163482
7,0.0002653927813163482
8,0.0002653927813163482
9,0.0002653927813163482
10,0.0002653927813163482
11,0.0002653927813163482
12,0.0002653927813163482
13,0.0002653927813163482
14,0.0002653927813163482
15,0.0002653927813163482
16,0.0002653927813163482
17,0.0002653927813163482
18,0.0002653927813163482
19,0.0002653927813163482
20,0.0002653927813163482
21,0.0002653927813163482
22,0.0002653927813163482
23,0.0002653927813163482
24,0.0002653927813163482
25,0.0002653927813163482
26,0.0002653927813163482
27,0.0002653927813163482
28,0.0002653927813163482
29,0.0002653927813163482
30,0.0002653927813163482
31,0.0002653927813163482
32,0.0002653927813163482
33,0.0002653927813163482
34,0.0002653927813163482
35,0.0002653927813163482
36,0.0002653927813163482
37,0.0002653927813163482
38,0.0002653927813163482
39,0.0002653927813163482
40,0.0002653927813163482
41,0.0002653927813163482
42,0.0002653927813163482
43,0.0002653927813163482
44,0.0002653927813163482
45,0.0002653927813163482
46,0.0002653927813163482
47,0.0002653927813163482
48,0.0002653927813163482
49,0.0002653927813163482
50,0.0002653927813163482
51,0.0002653927813163482
52,0.0002653927813163482
53,0.0002653927813163482
54,0.0002653927813163482
55,0.0002653927813163482
56,0.0002653927813163482
57,0.0002653927813163482
58,0.0002653927813163482
59,0.0002653927813163482
60,0.0002653927813163482
61,0.0002653927813163482
62,0.0002653927813163482
63,0.0002653927813163482
64,0.0002653927813163482
65,0.0002653927813163482
66,0.0002653927813163482
67,0.0002653927813163482
68,0.0002653927813163482
69,0.0002653927813163482
70,0.0002653927813163482
71,0.0002653927813163482
72,0.0002653927813163482
73,0.0002653927813163482
74,0.0002653927813163482
75,0.0002653927813163482
76,0.0002653927813163482
77,0.0002653927813163482
78,0.0002653927813163482
79,0.0002653927813163482
80,0.0002653927813163482
81,0.0002653927813163482
82,0.0002653927813163482
83,0.0002653927813163482
84,0.0002653927813163482
85,0.0002653927813163482
86,0.0002653927813163482
87,0.0002653927813163482
88,0.0002653927813163482
89,0.0002653927813163482
90,0.0002653927813163482
91,0.0002653927813163482
92,0.0002653927813163482
93,0.0002653927813163482
94,0.0002653927813163482
95,0.0002653927813163482
96,0.0002653927813163482
97,0.0002653927813163482
98,0.0002653927813163482
99,0.0002653927813163482
100,0.0002653927813163482
101,0.0002653927813163482
102,0.0002653927813163482
103,0.0002653927813163482
104,0.0002653927813163482
105,0.0002653927813163482
106,0.0002653927813163482
107,0.0002653927813163482
108,0.0002653927813163482
109,0.0002653927813163482
110,0.0002653927813163482
111,0.0002653927813163482
112,0.0002653927813163482
113,0.0002653927813163482
114,0.0002653927813163482
115,0.0002653927813163482
116,0.0002653927813163482
117,0.0002653927813163482
118,0.0002653927813163482
119,0.0002653927813163482
120,0.0002653927813163482
121,0.0002653927813163482
122,0.0002653927813163482
123,0.0002653927813163482
124,0.0002653927813163482
125,0.0002653927813163482
126,0.0002653927813163482
127,0.0002653927813163482
128,0.0002653927813163482
129,0.0002653927813163482
130,0.0002653927813163482
131,0.0002653927813163482
132,0.0002653927813163482
133,0.0002653927813163482
134,0.0002653927813163482
135,0.0002653927813163482
136,0.0002653927813163482
137,0.0002653927813163482
138,0.0002653927813163482
139,0.0002653927813163482
140,0.0002653927813163482
141,0.0002653927813163482
142,0.0002653927813163482
143,0.0002653927813163482
144,0.0002653927813163482
145,0.0002653927813163482
146,0.0002653927813163482
147,0.0002653927813163482
148,0.0002653927813163482
149,0.0002653927813163482
150,0.0002653927813163482
151,0.0002653927813163482
152,0.0002653927813163482
